id,price,departureIataCode,departureName,departureIataCodeValidation,flightDate,destinationIataCode,destinationName,dateInserted,timeInserted,countOfOffers,arrival,carrierCode,numberOfFlight,departureTime,arrivalTime,duration,totalStops
12,274.31,ATH,ATHENS,BEY,28/05/2023,IST,ISTANBUL,28/05/2023,13:52,38,IST,ME,267,2023-05-28T20:45:00,2023-05-29T19:30:00,PT22H45M,1
13,280.99,ATH,ATHENS,ATH,28/05/2023,IST,ISTANBUL,28/05/2023,13:52,38,IST,TK,1850,2023-05-28T15:40:00,2023-05-28T17:10:00,PT1H30M,0
14,281.49,ATH,ATHENS,MUC,28/05/2023,IST,ISTANBUL,28/05/2023,13:52,38,IST,LH,7044,2023-05-28T15:25:00,2023-05-28T23:00:00,PT7H35M,1
15,290.99,ATH,ATHENS,ATH,28/05/2023,IST,ISTANBUL,28/05/2023,13:52,38,IST,A3,3152,2023-05-28T15:40:00,2023-05-28T17:10:00,PT1H30M,0
16,301.73,ATH,ATHENS,MUC,28/05/2023,IST,ISTANBUL,28/05/2023,13:52,38,IST,LH,4300,2023-05-28T15:25:00,2023-05-29T16:00:00,PT24H35M,1
17,327.72,ATH,ATHENS,FRA,28/05/2023,IST,ISTANBUL,28/05/2023,13:52,38,IST,LH,1304,2023-05-28T13:55:00,2023-05-28T21:15:00,PT7H20M,1
18,327.72,ATH,ATHENS,FRA,28/05/2023,IST,ISTANBUL,28/05/2023,13:52,38,IST,LH,4546,2023-05-28T13:55:00,2023-05-28T22:30:00,PT8H35M,1
19,339.11,ATH,ATHENS,FRA,28/05/2023,IST,ISTANBUL,28/05/2023,13:52,38,IST,LH,4567,2023-05-28T18:30:00,2023-05-29T09:55:00,PT15H25M,1
20,341.73,ATH,ATHENS,MUC,28/05/2023,IST,ISTANBUL,28/05/2023,13:52,38,IST,LH,4300,2023-05-28T19:25:00,2023-05-29T16:00:00,PT20H35M,1
21,341.73,ATH,ATHENS,MUC,28/05/2023,IST,ISTANBUL,28/05/2023,13:52,38,IST,LH,7044,2023-05-28T19:25:00,2023-05-29T23:00:00,PT27H35M,1
22,345.02,ATH,ATHENS,FRA,28/05/2023,IST,ISTANBUL,28/05/2023,13:52,38,IST,LH,7044,2023-05-28T13:55:00,2023-05-28T23:00:00,PT9H5M,1
23,351.84,ATH,ATHENS,FRA,28/05/2023,IST,ISTANBUL,28/05/2023,13:52,38,IST,LH,7218,2023-05-28T18:30:00,2023-05-29T13:00:00,PT18H30M,1
24,351.84,ATH,ATHENS,FRA,28/05/2023,IST,ISTANBUL,28/05/2023,13:52,38,IST,LH,1298,2023-05-28T18:30:00,2023-05-29T13:05:00,PT18H35M,1
25,351.84,ATH,ATHENS,FRA,28/05/2023,IST,ISTANBUL,28/05/2023,13:52,38,IST,LH,7195,2023-05-28T18:30:00,2023-05-29T13:50:00,PT19H20M,1
26,354.41,ATH,ATHENS,CAI,28/05/2023,IST,ISTANBUL,28/05/2023,13:52,38,IST,MS,745,2023-05-28T17:00:00,2023-05-29T02:50:00,PT8H50M,1
27,359.31,ATH,ATHENS,BEY,28/05/2023,IST,ISTANBUL,28/05/2023,13:52,38,IST,ME,2829,2023-05-28T20:45:00,2023-05-29T05:55:00,PT9H10M,1
28,360.99,ATH,ATHENS,ATH,28/05/2023,IST,ISTANBUL,28/05/2023,13:52,38,IST,TK,1846,2023-05-28T21:05:00,2023-05-28T22:30:00,PT1H25M,0
29,409.49,ATH,ATHENS,MUC,28/05/2023,IST,ISTANBUL,28/05/2023,13:52,38,IST,LH,7044,2023-05-28T15:50:00,2023-05-28T23:00:00,PT7H10M,1
30,423.99,ATH,ATHENS,ATH,28/05/2023,IST,ISTANBUL,28/05/2023,13:52,38,IST,A3,3150,2023-05-28T21:05:00,2023-05-28T22:30:00,PT1H25M,0
31,470.11,ATH,ATHENS,KWI,28/05/2023,IST,ISTANBUL,28/05/2023,13:52,38,IST,KU,151,2023-05-28T16:00:00,2023-05-29T04:10:00,PT12H10M,1
32,470.11,ATH,ATHENS,KWI,28/05/2023,IST,ISTANBUL,28/05/2023,13:52,38,IST,KU,155,2023-05-28T16:00:00,2023-05-29T13:20:00,PT21H20M,1
33,489.11,ATH,ATHENS,KWI,28/05/2023,IST,ISTANBUL,28/05/2023,13:52,38,IST,KU,6773,2023-05-28T16:00:00,2023-05-29T05:15:00,PT13H15M,1
34,800.08,ATH,ATHENS,DXB,28/05/2023,IST,ISTANBUL,28/05/2023,13:52,38,SAW,EK,2224,2023-05-28T18:05:00,2023-05-29T13:05:00,PT19H,1
35,800.08,ATH,ATHENS,DXB,28/05/2023,IST,ISTANBUL,28/05/2023,13:52,38,SAW,EK,2054,2023-05-28T18:05:00,2023-05-29T17:45:00,PT23H40M,1
36,800.08,ATH,ATHENS,DXB,28/05/2023,IST,ISTANBUL,28/05/2023,13:52,38,IST,EK,2214,2023-05-28T18:05:00,2023-05-30T01:15:00,PT31H10M,1
37,917.91,ATH,ATHENS,DOH,28/05/2023,IST,ISTANBUL,28/05/2023,13:52,38,SAW,QR,237,2023-05-28T14:00:00,2023-05-29T05:55:00,PT15H55M,1
38,1184.40,ATH,ATHENS,AUH,28/05/2023,IST,ISTANBUL,28/05/2023,13:52,38,IST,EY,4151,2023-05-28T14:35:00,2023-05-29T05:25:00,PT14H50M,1
1,121.77,ATH,ATHENS,BEG,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,JU,360,2023-05-28T15:40:00,2023-05-29T09:10:00,PT18H30M,1
2,182.99,ATH,ATHENS,OTP,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,RO,361,2023-05-28T19:10:00,2023-05-29T10:40:00,PT16H30M,1
3,203.31,ATH,ATHENS,OTP,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,RO,363,2023-05-28T19:10:00,2023-05-29T18:55:00,PT24H45M,1
4,247.32,ATH,ATHENS,FCO,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,AZ,108,2023-05-28T19:30:00,2023-05-29T11:05:00,PT16H35M,1
5,247.32,ATH,ATHENS,FCO,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,AZ,110,2023-05-28T19:30:00,2023-05-29T16:35:00,PT22H5M,1
6,308.95,ATH,ATHENS,MUC,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,A3,1412,2023-05-28T19:25:00,2023-05-29T14:55:00,PT20H30M,1
8,360.29,ATH,ATHENS,SAW,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,PC,1251,2023-05-28T20:15:00,2023-05-29T11:35:00,PT16H20M,1
9,360.29,ATH,ATHENS,SAW,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,PC,1253,2023-05-28T20:15:00,2023-05-29T15:25:00,PT20H10M,1
10,381.95,ATH,ATHENS,MUC,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,A3,1412,2023-05-28T15:50:00,2023-05-29T14:55:00,PT24H5M,1
11,398.49,ATH,ATHENS,IST,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,TK,1955,2023-05-28T15:40:00,2023-05-28T21:50:00,PT7H10M,1
12,398.49,ATH,ATHENS,IST,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,TK,1951,2023-05-28T15:40:00,2023-05-29T10:05:00,PT19H25M,1
13,398.49,ATH,ATHENS,IST,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,TK,1957,2023-05-28T15:40:00,2023-05-29T13:20:00,PT22H40M,1
14,398.49,ATH,ATHENS,IST,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,TK,1953,2023-05-28T15:40:00,2023-05-29T16:45:00,PT26H5M,1
15,408.62,ATH,ATHENS,ZRH,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,LX,736,2023-05-28T15:55:00,2023-05-28T22:30:00,PT7H35M,1
16,408.63,ATH,ATHENS,MUC,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,LH,2308,2023-05-28T15:25:00,2023-05-28T20:35:00,PT6H10M,1
17,408.63,ATH,ATHENS,MUC,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,LH,4651,2023-05-28T15:25:00,2023-05-28T21:30:00,PT7H5M,1
18,408.63,ATH,ATHENS,MUC,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,LH,2310,2023-05-28T15:25:00,2023-05-28T21:40:00,PT7H15M,1
19,415.72,ATH,ATHENS,FRA,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,LH,998,2023-05-28T13:55:00,2023-05-28T18:35:00,PT5H40M,1
20,415.72,ATH,ATHENS,FRA,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,LH,4264,2023-05-28T13:55:00,2023-05-28T21:00:00,PT8H5M,1
21,415.72,ATH,ATHENS,FRA,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,LH,1002,2023-05-28T13:55:00,2023-05-28T22:10:00,PT9H15M,1
22,421.67,ATH,ATHENS,BCN,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,IB,5659,2023-05-28T22:50:00,2023-05-29T15:25:00,PT17H35M,1
23,421.93,ATH,ATHENS,FRA,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,LH,986,2023-05-28T18:30:00,2023-05-29T09:20:00,PT15H50M,1
24,422.22,ATH,ATHENS,FRA,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,A3,1406,2023-05-28T13:55:00,2023-05-28T22:10:00,PT9H15M,1
25,428.11,ATH,ATHENS,BCN,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,IB,5664,2023-05-28T22:50:00,2023-05-29T17:35:00,PT19H45M,1
26,428.11,ATH,ATHENS,BCN,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,IB,5662,2023-05-28T22:50:00,2023-05-29T20:40:00,PT22H50M,1
27,428.45,ATH,ATHENS,MUC,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,LH,4651,2023-05-28T19:25:00,2023-05-29T21:30:00,PT27H5M,1
28,434.66,ATH,ATHENS,FRA,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,LH,988,2023-05-28T18:30:00,2023-05-29T10:25:00,PT16H55M,1
29,434.66,ATH,ATHENS,FRA,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,LH,986,2023-05-28T13:55:00,2023-05-29T09:20:00,PT20H25M,1
30,441.16,ATH,ATHENS,FRA,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,A3,1402,2023-05-28T13:55:00,2023-05-29T13:50:00,PT24H55M,1
31,446.15,ATH,ATHENS,CDG,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,AF,8224,2023-05-28T17:20:00,2023-05-29T10:00:00,PT17H40M,1
32,453.67,ATH,ATHENS,BCN,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,IB,5662,2023-05-28T14:50:00,2023-05-28T20:40:00,PT6H50M,1
33,470.62,ATH,ATHENS,ZRH,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,LX,734,2023-05-28T14:35:00,2023-05-28T19:15:00,PT5H40M,1
34,470.62,ATH,ATHENS,ZRH,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,LX,736,2023-05-28T17:50:00,2023-05-28T22:30:00,PT5H40M,1
36,470.62,ATH,ATHENS,ZRH,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,LX,724,2023-05-28T17:50:00,2023-05-29T09:00:00,PT16H10M,1
38,497.67,ATH,ATHENS,BCN,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,IB,5657,2023-05-28T22:50:00,2023-05-29T09:50:00,PT12H,1
39,529.67,ATH,ATHENS,BCN,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,VY,8311,2023-05-28T14:50:00,2023-05-28T21:40:00,PT7H50M,1
40,539.67,ATH,ATHENS,BCN,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,VY,8304,2023-05-28T14:50:00,2023-05-28T20:40:00,PT6H50M,1
41,542.63,ATH,ATHENS,MUC,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,LH,2308,2023-05-28T15:50:00,2023-05-28T20:35:00,PT5H45M,1
42,542.63,ATH,ATHENS,MUC,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,LH,4651,2023-05-28T15:50:00,2023-05-28T21:30:00,PT6H40M,1
43,542.63,ATH,ATHENS,MUC,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,LH,2310,2023-05-28T15:50:00,2023-05-28T21:40:00,PT6H50M,1
44,560.67,ATH,ATHENS,BCN,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,IB,5669,2023-05-28T14:50:00,2023-05-28T21:40:00,PT7H50M,1
45,933.67,ATH,ATHENS,BCN,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,VY,8300,2023-05-28T22:50:00,2023-05-29T09:50:00,PT12H,1
46,1037.32,ATH,ATHENS,FCO,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,KL,1596,2023-05-28T19:30:00,2023-05-29T08:55:00,PT14H25M,1
47,1037.32,ATH,ATHENS,FCO,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,KL,1598,2023-05-28T19:30:00,2023-05-29T12:55:00,PT18H25M,1
48,1037.32,ATH,ATHENS,FCO,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,KL,1602,2023-05-28T19:30:00,2023-05-29T15:10:00,PT20H40M,1
49,1066.77,ATH,ATHENS,BEG,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,KL,1898,2023-05-28T15:40:00,2023-05-29T08:20:00,PT17H40M,1
50,1176.22,ATH,ATHENS,FRA,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,6X,5164,2023-05-28T13:55:00,2023-05-28T20:30:00,PT7H35M,1
51,1214.12,ATH,ATHENS,CDG,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,AF,1440,2023-05-28T14:25:00,2023-05-28T19:15:00,PT5H50M,1
52,1543.08,ATH,ATHENS,DXB,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,EK,145,2023-05-28T18:05:00,2023-05-29T09:20:00,PT16H15M,1
53,1770.84,ATH,ATHENS,CDG,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,6X,1281,2023-05-28T14:25:00,2023-05-28T19:40:00,PT6H15M,1
54,1950.13,ATH,ATHENS,MUC,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,KL,1798,2023-05-28T15:25:00,2023-05-28T19:25:00,PT5H,1
55,1950.13,ATH,ATHENS,MUC,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,KL,1800,2023-05-28T15:50:00,2023-05-28T22:30:00,PT7H40M,1
57,1951.22,ATH,ATHENS,FRA,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,KL,1770,2023-05-28T13:55:00,2023-05-28T19:10:00,PT6H15M,1
58,1989.62,ATH,ATHENS,ZRH,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,KL,1962,2023-05-28T14:35:00,2023-05-28T19:15:00,PT5H40M,1
59,1989.62,ATH,ATHENS,ZRH,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,KL,1964,2023-05-28T15:55:00,2023-05-28T21:00:00,PT6H5M,1
60,1999.06,ATH,ATHENS,GVA,28/05/2023,AMS,AMSTERDAM,28/05/2023,13:52,60,AMS,KL,1932,2023-05-28T14:15:00,2023-05-28T18:55:00,PT5H40M,1
1,86.99,ATH,ATHENS,ATH,28/05/2023,JMK,MYKONOS,28/05/2023,13:52,5,JMK,H1,248,2023-05-28T20:35:00,2023-05-28T21:20:00,PT45M,0
2,87.49,ATH,ATHENS,ATH,28/05/2023,JMK,MYKONOS,28/05/2023,13:52,5,JMK,GQ,234,2023-05-28T20:35:00,2023-05-28T21:20:00,PT45M,0
3,89.99,ATH,ATHENS,ATH,28/05/2023,JMK,MYKONOS,28/05/2023,13:52,5,JMK,A3,378,2023-05-28T16:30:00,2023-05-28T17:10:00,PT40M,0
4,102.99,ATH,ATHENS,ATH,28/05/2023,JMK,MYKONOS,28/05/2023,13:52,5,JMK,A3,380,2023-05-28T19:10:00,2023-05-28T19:50:00,PT40M,0
5,102.99,ATH,ATHENS,ATH,28/05/2023,JMK,MYKONOS,28/05/2023,13:52,5,JMK,A3,384,2023-05-28T23:15:00,2023-05-28T23:59:00,PT44M,0
1,117.77,ATH,ATHENS,BEG,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,JU,314,2023-05-28T15:40:00,2023-05-28T19:40:00,PT5H,1
2,161.29,ATH,ATHENS,HER,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,A3,452,2023-05-28T22:55:00,2023-05-29T17:55:00,PT20H,1
3,165.69,ATH,ATHENS,ATH,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,A3,614,2023-05-28T17:55:00,2023-05-28T20:25:00,PT3H30M,0
4,180.29,ATH,ATHENS,SKG,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,A3,520,2023-05-28T23:05:00,2023-05-29T15:45:00,PT17H40M,1
9,186.29,ATH,ATHENS,HER,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,A3,452,2023-05-28T19:40:00,2023-05-29T17:55:00,PT23H15M,1
11,198.31,ATH,ATHENS,OTP,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,RO,383,2023-05-28T19:10:00,2023-05-29T15:30:00,PT21H20M,1
12,201.69,ATH,ATHENS,ATH,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,V7,5016,2023-05-28T17:55:00,2023-05-28T20:25:00,PT3H30M,0
13,202.77,ATH,ATHENS,BEG,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,JU,310,2023-05-28T15:40:00,2023-05-29T09:15:00,PT18H35M,1
14,206.47,ATH,ATHENS,ZAG,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,OU,470,2023-05-28T20:05:00,2023-05-29T11:05:00,PT16H,1
15,206.47,ATH,ATHENS,ZAG,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,OU,4002,2023-05-28T20:05:00,2023-05-29T17:05:00,PT22H,1
16,234.99,ATH,ATHENS,OTP,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,RO,381,2023-05-28T19:10:00,2023-05-29T11:00:00,PT16H50M,1
17,236.32,ATH,ATHENS,FCO,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,AZ,316,2023-05-28T19:30:00,2023-05-29T10:55:00,PT16H25M,1
18,299.13,ATH,ATHENS,MUC,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,A3,1446,2023-05-28T19:25:00,2023-05-28T23:25:00,PT5H,1
20,317.62,ATH,ATHENS,ZRH,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,LX,646,2023-05-28T15:55:00,2023-05-28T22:25:00,PT7H30M,1
21,320.63,ATH,ATHENS,MUC,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,LH,2238,2023-05-28T19:25:00,2023-05-28T23:25:00,PT5H,1
22,320.63,ATH,ATHENS,MUC,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,LH,2236,2023-05-28T15:25:00,2023-05-28T19:35:00,PT5H10M,1
24,321.69,ATH,ATHENS,ATH,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,AF,1833,2023-05-28T17:20:00,2023-05-28T19:50:00,PT3H30M,0
25,324.33,ATH,ATHENS,BRU,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,SN,3631,2023-05-28T15:35:00,2023-05-29T07:30:00,PT16H55M,1
26,324.33,ATH,ATHENS,BRU,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,SN,3633,2023-05-28T15:35:00,2023-05-29T09:00:00,PT18H25M,1
27,327.72,ATH,ATHENS,FRA,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,LH,4588,2023-05-28T13:55:00,2023-05-28T18:15:00,PT5H20M,1
28,327.72,ATH,ATHENS,FRA,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,LH,1052,2023-05-28T18:30:00,2023-05-28T22:55:00,PT5H25M,1
29,327.72,ATH,ATHENS,FRA,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,LH,1046,2023-05-28T13:55:00,2023-05-28T18:40:00,PT5H45M,1
30,327.72,ATH,ATHENS,FRA,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,LH,4219,2023-05-28T13:55:00,2023-05-28T20:00:00,PT7H5M,1
31,327.72,ATH,ATHENS,FRA,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,LH,4841,2023-05-28T13:55:00,2023-05-28T20:05:00,PT7H10M,1
32,327.72,ATH,ATHENS,FRA,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,LH,4751,2023-05-28T13:55:00,2023-05-28T20:10:00,PT7H15M,1
33,327.72,ATH,ATHENS,FRA,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,LH,4243,2023-05-28T13:55:00,2023-05-28T21:00:00,PT8H5M,1
34,327.72,ATH,ATHENS,FRA,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,LH,4430,2023-05-28T13:55:00,2023-05-28T21:00:00,PT8H5M,1
35,327.72,ATH,ATHENS,FRA,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,LH,4495,2023-05-28T13:55:00,2023-05-28T21:00:00,PT8H5M,1
36,327.72,ATH,ATHENS,FRA,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,LH,4640,2023-05-28T13:55:00,2023-05-28T21:00:00,PT8H5M,1
37,327.72,ATH,ATHENS,FRA,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,LH,4844,2023-05-28T13:55:00,2023-05-28T21:30:00,PT8H35M,1
38,327.72,ATH,ATHENS,FRA,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,LH,1050,2023-05-28T13:55:00,2023-05-28T21:40:00,PT8H45M,1
40,327.72,ATH,ATHENS,MUC,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,LH,2226,2023-05-28T19:25:00,2023-05-29T08:20:00,PT13H55M,1
41,327.72,ATH,ATHENS,MUC,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,LH,4741,2023-05-28T19:25:00,2023-05-29T11:30:00,PT17H5M,1
42,340.45,ATH,ATHENS,MUC,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,LH,2228,2023-05-28T19:25:00,2023-05-29T11:25:00,PT17H,1
43,340.45,ATH,ATHENS,MUC,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,LH,2226,2023-05-28T15:25:00,2023-05-29T08:20:00,PT17H55M,1
44,359.62,ATH,ATHENS,ZRH,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,LX,646,2023-05-28T17:50:00,2023-05-28T22:25:00,PT5H35M,1
45,359.62,ATH,ATHENS,ZRH,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,LX,644,2023-05-28T14:35:00,2023-05-28T19:15:00,PT5H40M,1
47,359.62,ATH,ATHENS,ZRH,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,LX,632,2023-05-28T17:50:00,2023-05-29T09:00:00,PT16H10M,1
49,359.62,ATH,ATHENS,ZRH,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,LX,638,2023-05-28T17:50:00,2023-05-29T14:10:00,PT21H20M,1
51,360.29,ATH,ATHENS,SAW,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,ORY,PC,1133,2023-05-28T20:15:00,2023-05-29T13:20:00,PT18H5M,1
52,360.29,ATH,ATHENS,SAW,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,ORY,PC,1135,2023-05-28T20:15:00,2023-05-29T16:20:00,PT21H5M,1
53,365.13,ATH,ATHENS,MUC,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,A3,1446,2023-05-28T15:50:00,2023-05-28T23:25:00,PT8H35M,1
54,394.32,ATH,ATHENS,FCO,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,AZ,332,2023-05-28T19:30:00,2023-05-28T23:40:00,PT5H10M,1
55,401.67,ATH,ATHENS,BCN,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,ORY,IB,5782,2023-05-28T22:50:00,2023-05-29T09:50:00,PT12H,1
56,411.63,ATH,ATHENS,MUC,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,LH,2238,2023-05-28T15:50:00,2023-05-28T23:25:00,PT8H35M,1
57,499.67,ATH,ATHENS,BCN,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,VY,8246,2023-05-28T14:50:00,2023-05-28T23:25:00,PT9H35M,1
58,509.67,ATH,ATHENS,BCN,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,ORY,VY,8014,2023-05-28T14:50:00,2023-05-28T21:10:00,PT7H20M,1
59,509.67,ATH,ATHENS,BCN,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,ORY,VY,8016,2023-05-28T14:50:00,2023-05-28T22:05:00,PT8H15M,1
60,532.24,ATH,ATHENS,MAD,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,ORY,VY,5145,2023-05-28T14:00:00,2023-05-28T20:10:00,PT7H10M,1
61,539.67,ATH,ATHENS,BCN,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,ORY,IB,5794,2023-05-28T14:50:00,2023-05-28T21:10:00,PT7H20M,1
62,539.67,ATH,ATHENS,BCN,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,ORY,IB,5796,2023-05-28T14:50:00,2023-05-28T22:05:00,PT8H15M,1
63,575.24,ATH,ATHENS,MAD,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,ORY,VY,5130,2023-05-28T14:00:00,2023-05-28T22:05:00,PT9H5M,1
64,611.67,ATH,ATHENS,BCN,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,IB,5824,2023-05-28T14:50:00,2023-05-28T23:25:00,PT9H35M,1
65,621.69,ATH,ATHENS,ATH,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,AF,1533,2023-05-28T14:25:00,2023-05-28T16:55:00,PT3H30M,0
66,647.99,ATH,ATHENS,SAW,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,TK,7764,2023-05-28T21:05:00,2023-05-29T11:35:00,PT15H30M,1
67,647.99,ATH,ATHENS,SAW,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,TK,7670,2023-05-28T21:05:00,2023-05-29T16:45:00,PT20H40M,1
68,653.22,ATH,ATHENS,FRA,28/05/2023,PAR,PARIS,28/05/2023,13:52,84,CDG,A3,1452,2023-05-28T13:55:00,2023-05-28T21:25:00,PT8H30M,1
